material_code,material_name,period_month,demand_qty,source
MAT-CHANDLE-R,C. Handle R,2025-10-01,11.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-11-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-12-01,16.0,synthetic
MAT-CHANDLE-R,C. Handle R,2026-01-01,15.0,synthetic
MAT-DHEAD,D-Head,2023-01-01,7.0,synthetic
MAT-DHEAD,D-Head,2023-02-01,6.0,synthetic
MAT-DHEAD,D-Head,2023-03-01,8.0,synthetic
MAT-DHEAD,D-Head,2023-04-01,8.0,synthetic
MAT-DHEAD,D-Head,2023-05-01,6.0,synthetic
MAT-DHEAD,D-Head,2023-06-01,5.0,synthetic
MAT-DHEAD,D-Head,2023-07-01,3.0,synthetic
MAT-DHEAD,D-Head,2023-08-01,3.0,synthetic
MAT-DHEAD,D-Head,2023-09-01,3.0,synthetic
MAT-DHEAD,D-Head,2023-10-01,4.0,synthetic
MAT-DHEAD,D-Head,2023-11-01,4.0,synthetic
MAT-DHEAD,D-Head,2023-12-01,7.0,synthetic
MAT-DHEAD,D-Head,2024-01-01,6.0,synthetic
MAT-DHEAD,D-Head,2024-02-01,6.0,synthetic
MAT-DHEAD,D-Head,2024-03-01,1.0,real
MAT-DHEAD,D-Head,2024-04-01,4.0,synthetic
MAT-DHEAD,D-Head,2024-05-01,6.0,synthetic
MAT-DHEAD,D-Head,2024-06-01,5.0,synthetic
MAT-DHEAD,D-Head,2024-07-01,4.0,synthetic
MAT-DHEAD,D-Head,2024-08-01,3.0,synthetic
MAT-DHEAD,D-Head,2024-09-01,3.0,synthetic
MAT-DHEAD,D-Head,2024-10-01,4.0,synthetic
MAT-DHEAD,D-Head,2024-11-01,4.0,synthetic
MAT-DHEAD,D-Head,2024-12-01,5.0,synthetic
MAT-DHEAD,D-Head,2025-01-01,6.0,synthetic
MAT-DHEAD,D-Head,2025-02-01,6.0,synthetic
MAT-DHEAD,D-Head,2025-03-01,8.0,synthetic
MAT-DHEAD,D-Head,2025-04-01,8.0,synthetic
MAT-DHEAD,D-Head,2025-05-01,7.0,synthetic
MAT-DHEAD,D-Head,2025-06-01,6.0,synthetic
MAT-DHEAD,D-Head,2025-07-01,4.0,synthetic
MAT-DHEAD,D-Head,2025-08-01,3.0,synthetic
MAT-DHEAD,D-Head,2025-09-01,3.0,synthetic
MAT-DHEAD,D-Head,2025-10-01,4.0,synthetic
MAT-DHEAD,D-Head,2025-11-01,5.0,synthetic
MAT-DHEAD,D-Head,2025-12-01,5.0,synthetic
MAT-DHEAD,D-Head,2026-01-01,2.0,real
MAT-DSILL,D-Sill,2023-01-01,5.0,synthetic
MAT-DSILL,D-Sill,2023-02-01,6.0,synthetic
MAT-DSILL,D-Sill,2023-03-01,7.0,synthetic
MAT-DSILL,D-Sill,2023-04-01,7.0,synthetic
MAT-DSILL,D-Sill,2023-05-01,7.0,synthetic
MAT-DSILL,D-Sill,2023-06-01,5.0,synthetic
MAT-DSILL,D-Sill,2023-07-01,4.0,synthetic
MAT-DSILL,D-Sill,2023-08-01,3.0,synthetic
MAT-DSILL,D-Sill,2023-09-01,3.0,synthetic
MAT-DSILL,D-Sill,2023-10-01,4.0,synthetic
MAT-DSILL,D-Sill,2023-11-01,4.0,synthetic
MAT-DSILL,D-Sill,2023-12-01,6.0,synthetic
MAT-DSILL,D-Sill,2024-01-01,8.0,synthetic
MAT-DSILL,D-Sill,2024-02-01,7.0,synthetic
MAT-DSILL,D-Sill,2024-03-01,1.0,real
MAT-DSILL,D-Sill,2024-04-01,4.0,synthetic
MAT-DSILL,D-Sill,2024-05-01,6.0,synthetic
MAT-DSILL,D-Sill,2024-06-01,4.0,synthetic
MAT-DSILL,D-Sill,2024-07-01,3.0,synthetic
MAT-DSILL,D-Sill,2024-08-01,3.0,synthetic
MAT-DSILL,D-Sill,2024-09-01,3.0,synthetic
MAT-DSILL,D-Sill,2024-10-01,4.0,synthetic
MAT-DSILL,D-Sill,2024-11-01,5.0,synthetic
MAT-DSILL,D-Sill,2024-12-01,5.0,synthetic
MAT-DSILL,D-Sill,2025-01-01,7.0,synthetic
MAT-DSILL,D-Sill,2025-02-01,7.0,synthetic
MAT-DSILL,D-Sill,2025-03-01,8.0,synthetic
MAT-DSILL,D-Sill,2025-04-01,8.0,synthetic
MAT-DSILL,D-Sill,2025-05-01,6.0,synthetic
MAT-DSILL,D-Sill,2025-06-01,5.0,synthetic
MAT-DSILL,D-Sill,2025-07-01,3.0,synthetic
MAT-DSILL,D-Sill,2025-08-01,3.0,synthetic
MAT-DSILL,D-Sill,2025-09-01,3.0,synthetic
MAT-DSILL,D-Sill,2025-10-01,4.0,synthetic
MAT-DSILL,D-Sill,2025-11-01,5.0,synthetic
MAT-DSILL,D-Sill,2025-12-01,5.0,synthetic
MAT-DSILL,D-Sill,2026-01-01,2.0,real
MAT-INTERLOCKER,Interlocker,2023-01-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-02-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-03-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-04-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-05-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-06-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-07-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-08-01,1.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-09-01,1.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-10-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-11-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2023-12-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-01-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-02-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-03-01,2.0,real
MAT-INTERLOCKER,Interlocker,2024-04-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-05-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-06-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-07-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-08-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-09-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-10-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-11-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2024-12-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-01-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-02-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-03-01,4.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-04-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-05-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-06-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-07-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-08-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-09-01,2.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-10-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-11-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2025-12-01,3.0,synthetic
MAT-INTERLOCKER,Interlocker,2026-01-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2023-01-01,4.0,synthetic
MAT-JRUBBER,J-Rubber,2023-02-01,5.0,synthetic
MAT-JRUBBER,J-Rubber,2023-03-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2023-04-01,4.0,synthetic
MAT-JRUBBER,J-Rubber,2023-05-01,4.0,synthetic
MAT-JRUBBER,J-Rubber,2023-06-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2023-07-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2023-08-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2023-09-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2023-10-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2023-11-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2023-12-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2024-01-01,4.0,synthetic
MAT-JRUBBER,J-Rubber,2024-02-01,4.0,synthetic
MAT-JRUBBER,J-Rubber,2024-03-01,2.0,real
MAT-JRUBBER,J-Rubber,2024-04-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2024-05-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2024-06-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2024-07-01,1.0,synthetic
MAT-JRUBBER,J-Rubber,2024-08-01,1.0,synthetic
MAT-JRUBBER,J-Rubber,2024-09-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2024-10-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2024-11-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2024-12-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2025-01-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2025-02-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2025-03-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-04-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2025-05-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-06-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-07-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-08-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-09-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-10-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-11-01,2.0,synthetic
MAT-JRUBBER,J-Rubber,2025-12-01,3.0,synthetic
MAT-JRUBBER,J-Rubber,2026-01-01,2.0,real
MAT-LOCKSTILE,Lockstile,2023-01-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-02-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-03-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-04-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-05-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-06-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-07-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-08-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-09-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-10-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-11-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2023-12-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-01-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-02-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-03-01,2.0,real
MAT-LOCKSTILE,Lockstile,2024-04-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-05-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-06-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-07-01,1.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-08-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-09-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-10-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-11-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2024-12-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-01-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-02-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-03-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-04-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-05-01,4.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-06-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-07-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-08-01,1.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-09-01,1.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-10-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-11-01,3.0,synthetic
MAT-LOCKSTILE,Lockstile,2025-12-01,2.0,synthetic
MAT-LOCKSTILE,Lockstile,2026-01-01,4.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-01-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-02-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-03-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-04-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-05-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-06-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-07-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-08-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-09-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-10-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-11-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2023-12-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-01-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-02-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-03-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-04-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-05-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-06-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-07-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-08-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-09-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-10-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-11-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2024-12-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-01-01,3.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-02-01,3.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-03-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-04-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-05-01,3.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-06-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-07-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-08-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-09-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-10-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-11-01,1.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2025-12-01,2.0,synthetic
MAT-PANEL-ASTRAGAL,Panel Astragal 900-WF,2026-01-01,1.0,real
MAT-PL12-13-900S,PL 12-13 900S,2023-01-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-02-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-03-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-04-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-05-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-06-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-07-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-08-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-09-01,2.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-10-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-11-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2023-12-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-01-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-02-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-03-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-04-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-05-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-06-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-07-01,2.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-08-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-09-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-10-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-11-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2024-12-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-01-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-02-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-03-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-04-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-05-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-06-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-07-01,2.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-08-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-09-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-10-01,3.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-11-01,4.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2025-12-01,5.0,synthetic
MAT-PL12-13-900S,PL 12-13 900S,2026-01-01,4.0,real
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-01-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-02-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-03-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-04-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-05-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-06-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-07-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-08-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-09-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-10-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-11-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2023-12-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-01-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-02-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-03-01,1.0,real
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-04-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-05-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-06-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-07-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-08-01,0.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-09-01,0.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-10-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-11-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2024-12-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-01-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-02-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-03-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-04-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-05-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-06-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-07-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-08-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-09-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-10-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-11-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2025-12-01,1.0,synthetic
MAT-SCREENMESH-48W,Screen Mesh 48-W,2026-01-01,1.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-01-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-02-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-03-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-04-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-05-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-06-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-07-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-08-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-09-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-10-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-11-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2023-12-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-01-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-02-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-03-01,2.0,real
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-04-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-05-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-06-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-07-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-08-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-09-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-10-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-11-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2024-12-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-01-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-02-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-03-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-04-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-05-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-06-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-07-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-08-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-09-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-10-01,2.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-11-01,3.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2025-12-01,4.0,synthetic
MAT-SCREENPRONE-798W,Screen Prone 798-W,2026-01-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-01-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-02-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-03-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-04-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-05-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-06-01,1.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-07-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-08-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-09-01,1.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-10-01,1.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-11-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2023-12-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-01-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-02-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-03-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-04-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-05-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-06-01,1.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-07-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-08-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-09-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-10-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-11-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2024-12-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-01-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-02-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-03-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-04-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-05-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-06-01,3.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-07-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-08-01,1.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-09-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-10-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-11-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2025-12-01,2.0,synthetic
MAT-SCREW-12X3,Screw 12x3,2026-01-01,1.0,real
